id;text;createTime;authorMeta.id;authorMeta.secUid;authorMeta.name;authorMeta.nickName;authorMeta.verified;authorMeta.signature;authorMeta.avatar;musicMeta.musicId;musicMeta.musicName;musicMeta.musicAuthor;musicMeta.musicOriginal;musicMeta.playUrl;musicMeta.coverThumb;musicMeta.coverMedium;musicMeta.coverLarge;covers.default;covers.origin;covers.dynamic;webVideoUrl;videoUrl;videoUrlNoWaterMark;videoMeta.height;videoMeta.width;videoMeta.duration;diggCount;shareCount;playCount;commentCount;downloaded;mentions;hashtags
6,83384E+18;#Mexicocheck #comedia #marioaguilar 😂;1591126541;8121372;MS4wLjABAAAAu1ff55FEAB_Kc0wjDZEUmoRAzBdPrnmVInTbcZdvJAI;marioaguilar;Mario Aguilar;true;Mi vida es una comedia. 🤪;;;;;;;;;;;;;;;;;;;;;;;;;
"Escríbeme por Instagram: @marioaguilarmg""";https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_1080x1080.jpeg;6,7745E+18;Herencia de Patrones - Ladeando (feat. Fuerza Regida);Herencia de Patrones;true;https://p16-va-tiktok.ibyteimg.com/obj/musically-maliva-obj/1653932037409814.mp3;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/c0574e2d166977f7d380dcf7bbf4a1d4~c5_100x100.jpeg;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/c0574e2d166977f7d380dcf7bbf4a1d4~c5_720x720.jpeg;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/c0574e2d166977f7d380dcf7bbf4a1d4~c5_1080x1080.jpeg;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/fd066241e6f64386b4b770130e204b04?x-expires=1597960800&x-signature=C%2FmTELFktVC3Dgat3oN%2B4VnmQ1s%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/01a7c0299a5148139d0ae50b17234d05_1591126542?x-expires=1597960800&x-signature=S124LoCmlca%2BLFAZKjtbmJa8LTk%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/ccefce2578db40189577af63f0a8f09f_1591126542?x-expires=1597960800&x-signature=9zz%2F4uqWpHJMOT%2BgtOJLqiQJ9fQ%3D;https://www.tiktok.com/@marioaguilar/video/6833836452154002694;https://v16m.tiktokcdn.com/6f5802ab27520994f2f79697051f76bb/5f3efffc/video/tos/useast2a/tos-useast2a-ve-0068c003/a73ffdfa18174c229f05c39b59f016ff/?a=1233&br=4162&bt=2081&cr=0&cs=0&dr=0&ds=3&er=&l=20200818225804010189037022385C9915&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2pkPGh4N3dkdTMzaDczM0ApPDlnaTgzPDtlNzUzNTc4M2ctYmRmLTJoZ19fLS1jMTZzc15jLl5fYTYxNDVjXzQ2XzE6Yw%3D%3D&vl=&vr=;;960;540;9;236500;274;1600000;635;false;[];"[{""id"":""1634083905024005"",""name"":""mexicocheck"",""title"":"""",""cover"":""""},{""id"":""143516"",""name"":""comedia"",""title"":""¡Mira los mejores videos de comedia!"",""cover"":""""},{""id"":""9699600"",""name"":""marioaguilar"",""title"":"""",""cover"":""""}]";;;;;;;;
6,8335E+18;Cosas que molesta que pasen parte 1 🤦🏽‍♂️ #comedia #marioaguilar;1591048697;8121372;MS4wLjABAAAAu1ff55FEAB_Kc0wjDZEUmoRAzBdPrnmVInTbcZdvJAI;marioaguilar;Mario Aguilar;true;Mi vida es una comedia. 🤪;;;;;;;;;;;;;;;;;;;;;;;;;
"Escríbeme por Instagram: @marioaguilarmg""";https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_1080x1080.jpeg;6,8335E+18;sonido original;marioaguilar;true;https://p16-va-tiktok.ibyteimg.com/obj/musically-maliva-obj/a5d5d035849925f1adde7391141ff9c6.mp3;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_100x100.jpeg;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_720x720.jpeg;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_1080x1080.jpeg;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/75a258082794450dad2451f11f9d315a_1591048699?x-expires=1597960800&x-signature=WMJes97%2FUA7K0an6qPu6qa4uVGg%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/c051702cab994c05ba2173a3bd5a9516_1591048698?x-expires=1597960800&x-signature=4Rco%2Bsk2vQEsCaLMM7Sg1BjfDbc%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/b9cb9c5bec7a400f850796836122bacf_1591048700?x-expires=1597960800&x-signature=oZi55P8xUqosQcT2tOk2EUttliU%3D;https://www.tiktok.com/@marioaguilar/video/6833502115424423174;https://v16m.tiktokcdn.com/08b9a93a1e0bd6ba8fac9d01a3ea237d/5f3efffc/video/tos/useast2a/tos-useast2a-ve-0068c003/6ab46059c4df485ea9ca2544f85ce95b/?a=1233&br=3450&bt=1725&cr=0&cs=0&dr=0&ds=3&er=&l=20200818225804010189037022385C9915&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ams4bzZqOXVxdTMzZjczM0ApNGdnaDM1ZGRkN2k3OGdnZWc2cXNjZV4vZ15fLS00MTZzczA1YGNhL2BhNGFhYjQvNWA6Yw%3D%3D&vl=&vr=;;960;540;11;380400;581;2200000;1205;false;[];"[{""id"":""143516"",""name"":""comedia"",""title"":""¡Mira los mejores videos de comedia!"",""cover"":""""},{""id"":""9699600"",""name"":""marioaguilar"",""title"":"""",""cover"":""""}]";;;;;;;;
6,83346E+18;¡Yo hablando por teléfono! 😂 #comedia #marioaguilar;1591037748;8121372;MS4wLjABAAAAu1ff55FEAB_Kc0wjDZEUmoRAzBdPrnmVInTbcZdvJAI;marioaguilar;Mario Aguilar;true;Mi vida es una comedia. 🤪;;;;;;;;;;;;;;;;;;;;;;;;;
"Escríbeme por Instagram: @marioaguilarmg""";https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_1080x1080.jpeg;6,83346E+18;Que precio tiene y cuánto cuesta;marioaguilar;true;https://p16-va-tiktok.ibyteimg.com/obj/musically-maliva-obj/c6a7cce69fbc2402ce16fddf41d3b3cf.mp3;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_100x100.jpeg;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_720x720.jpeg;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_1080x1080.jpeg;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/b25e5326a85f4a8c84187648c56c4d43?x-expires=1597960800&x-signature=934PQYD6suNl1pqNk4S0xqPKrEE%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/061c2bbd1cca4ccdab2f6cb88c2abac6_1591037751?x-expires=1597960800&x-signature=N7tcms9MfHCjP2vpeVAJfr5DOSQ%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/cc3e3e3fc12a4b0397612277e8687c89_1591037750?x-expires=1597960800&x-signature=mJ6QPA1LJ46kGQcK%2F8BsV5IcRGw%3D;https://www.tiktok.com/@marioaguilar/video/6833455091199053062;https://v16m.tiktokcdn.com/cf8d6bdcd340e985e338c33f709eb4d6/5f3efffc/video/tos/useast2a/tos-useast2a-ve-0068c002/67df3564f7004434813c6087a837642f/?a=1233&br=3198&bt=1599&cr=0&cs=0&dr=0&ds=3&er=&l=20200818225804010189037022385C9915&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2ZuOzQzaTxudTMzZjczM0ApZzs5NDRlNmQ8N2Q1OjY8Z2diYzZnYTZrcl5fLS0xMTZzczAvYjBeLi0vMC1iMTE0MmA6Yw%3D%3D&vl=&vr=;;960;540;13;240300;1801;1400000;833;false;[];"[{""id"":""143516"",""name"":""comedia"",""title"":""¡Mira los mejores videos de comedia!"",""cover"":""""},{""id"":""9699600"",""name"":""marioaguilar"",""title"":"""",""cover"":""""}]";;;;;;;;
6,83314E+18;Así lloran los tiktokers. 😂 #comedia #marioaguilar;1590965084;8121372;MS4wLjABAAAAu1ff55FEAB_Kc0wjDZEUmoRAzBdPrnmVInTbcZdvJAI;marioaguilar;Mario Aguilar;true;Mi vida es una comedia. 🤪;;;;;;;;;;;;;;;;;;;;;;;;;
"Escríbeme por Instagram: @marioaguilarmg""";https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_1080x1080.jpeg;6,8312E+18;original sound;alanisdesiree;true;https://p16-va-tiktok.ibyteimg.com/obj/musically-maliva-obj/c8999de0c2df935aabaeb0fa61fc82f1.mp3;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/950f80063c5a2dc8395feac5e3df0c85~c5_100x100.jpeg;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/950f80063c5a2dc8395feac5e3df0c85~c5_720x720.jpeg;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/950f80063c5a2dc8395feac5e3df0c85~c5_1080x1080.jpeg;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/e14324c8e0d244b5a7081fa2c7b866aa_1590965087?x-expires=1597960800&x-signature=HVn1Q7FxNWoD7ke0rYFgPlKbW4U%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/75693fa8dfed4bb3abcfd1287e5bf7c8_1590965086?x-expires=1597960800&x-signature=FQLovjvNWWM8ZVsBJ0hXD8Sndrw%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/4b1cd3076a0e48a29fdaf3e845efc14a_1590965086?x-expires=1597960800&x-signature=BZLPwovqWq0nnpGyrQr0KKUOIPc%3D;https://www.tiktok.com/@marioaguilar/video/6833143000714153222;https://v16m.tiktokcdn.com/9ff712042259d8954e04dd700004c00e/5f3efffc/video/tos/useast2a/tos-useast2a-ve-0068c002/b9f50ebae07243748ef2f995c93db4b8/?a=1233&br=3768&bt=1884&cr=0&cs=0&dr=0&ds=3&er=&l=20200818225804010189037022385C9915&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=aml2dGZsOm02dTMzaDczM0ApOTVnNDNkZTxmN2k7aDY8ZGdfbGdlNGE1M15fLS1jMTZzczQ2YV4uMzAwM2JfYDI0NWA6Yw%3D%3D&vl=&vr=;;960;540;12;375000;510;3200000;893;false;[];"[{""id"":""143516"",""name"":""comedia"",""title"":""¡Mira los mejores videos de comedia!"",""cover"":""""},{""id"":""9699600"",""name"":""marioaguilar"",""title"":"""",""cover"":""""}]";;;;;;;;
6,83272E+18;¡CORRE! #correportuvida #comedia #marioaguilar;1590865804;8121372;MS4wLjABAAAAu1ff55FEAB_Kc0wjDZEUmoRAzBdPrnmVInTbcZdvJAI;marioaguilar;Mario Aguilar;true;Mi vida es una comedia. 🤪;;;;;;;;;;;;;;;;;;;;;;;;;
"Escríbeme por Instagram: @marioaguilarmg""";https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_1080x1080.jpeg;6,75442E+18;Mr. Blue Sky;Electric Light Orchestra;false;https://sf-tk-sg.ibytedtos.com/obj/tiktok-obj/72bc6715e0b6726f3806f1bce1b0630f.mp3;https://p16.tiktokcdn.com/aweme/100x100/tos-alisg-i-0000/a8daea644fa540ff8a8c3025834f8c31.jpeg;https://p16.tiktokcdn.com/aweme/200x200/tos-alisg-i-0000/a8daea644fa540ff8a8c3025834f8c31.jpeg;https://p16.tiktokcdn.com/aweme/720x720/tos-alisg-i-0000/a8daea644fa540ff8a8c3025834f8c31.jpeg;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/c224b63825ba4844b93c99e61556f74e?x-expires=1597960800&x-signature=H9We1XO35h%2F67HBZVjYXCxpO0eg%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0f600a5dc03b46c8a57feb11c56cd81e_1590865807?x-expires=1597960800&x-signature=T%2Brd74E%2FfLoD2Jk8Mab0%2BHkK%2F1E%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/327bf5e836484dabadb835a254f9a37c_1590865806?x-expires=1597960800&x-signature=IjijUdHPjIhrD2Ldv9g5ncg8VYk%3D;https://www.tiktok.com/@marioaguilar/video/6832716599082962181;https://v16m.tiktokcdn.com/938fc36192a55ec6712a6a27ed92ae38/5f3efffc/video/tos/useast2a/tos-useast2a-ve-0068c004/01ee18474ad24a37a2b43c67ade1cbf3/?a=1233&br=2404&bt=1202&cr=0&cs=0&dr=0&ds=3&er=&l=20200818225804010189037022385C9915&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3M2OzQzaTRkdTMzZjczM0ApZzk4N2Y5NztpN2dlaGQ5N2czcmJnYTZzczZfLS0xMTZzc14wLjYtLmEtYy5jMWNhYTU6Yw%3D%3D&vl=&vr=;;960;540;5;293600;3730;2400000;2133;false;[];"[{""id"":""39374023"",""name"":""correportuvida"",""title"":""Todos hemos estado en una situación donde es mejor correr por tu vida. 😂 🏃‍♂️"",""cover"":""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/a7b497962e44871812bc90953f072186""},{""id"":""143516"",""name"":""comedia"",""title"":""¡Mira los mejores videos de comedia!"",""cover"":""""},{""id"":""9699600"",""name"":""marioaguilar"",""title"":"""",""cover"":""""}]";;;;;;;;
6,83245E+18;Mi mamá comunicándose conmigo de lejos. 😂 #marioaguilar #comedia;1590803546;8121372;MS4wLjABAAAAu1ff55FEAB_Kc0wjDZEUmoRAzBdPrnmVInTbcZdvJAI;marioaguilar;Mario Aguilar;true;Mi vida es una comedia. 🤪;;;;;;;;;;;;;;;;;;;;;;;;;
"Escríbeme por Instagram: @marioaguilarmg""";https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_1080x1080.jpeg;6,83245E+18;sonido original;marioaguilar;true;https://p16-va-tiktok.ibyteimg.com/obj/musically-maliva-obj/cd1e439746511725913b6bbf7813054b.mp3;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_100x100.jpeg;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_720x720.jpeg;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_1080x1080.jpeg;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/3bddae177faf41c790ff2e9eea674778?x-expires=1597960800&x-signature=AKa%2FIFZZ0DSrYiPupm8RFOJEjP0%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/f0c8f77ae8eb4800890be73078d41044_1590803549?x-expires=1597960800&x-signature=%2FoK4YGApBmNuseI9ZvL5dcuSLBk%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/cde95d06cce94485a8b0c15ab03cb272_1590803548?x-expires=1597960800&x-signature=GZaxQa%2BBUEIkc5NoiCf5aNVRgZU%3D;https://www.tiktok.com/@marioaguilar/video/6832449199108377861;https://v16m.tiktokcdn.com/a9f36ab7845bcbfaff3e4aaf0bb64121/5f3efffc/video/tos/useast2a/tos-useast2a-pve-0068/c97cffd19e224af89dd665554567a386/?a=1233&br=3542&bt=1771&cr=0&cs=0&dr=0&ds=3&er=&l=20200818225804010189037022385C9915&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ajRrb3BuZWl1dTMzZjczM0ApaTo5aDk3aGVpNzs7ZDk6M2dnZ2cwLy1obDVfLS1eMTZzc18wMi0wX2FfMF8uLzRfMzA6Yw%3D%3D&vl=&vr=;;960;540;21;339600;9254;2000000;1834;false;[];"[{""id"":""9699600"",""name"":""marioaguilar"",""title"":"""",""cover"":""""},{""id"":""143516"",""name"":""comedia"",""title"":""¡Mira los mejores videos de comedia!"",""cover"":""""}]";;;;;;;;
6,8324E+18;Se dice por ahí. ❤️ #marioaguilar #comedia;1590793078;8121372;MS4wLjABAAAAu1ff55FEAB_Kc0wjDZEUmoRAzBdPrnmVInTbcZdvJAI;marioaguilar;Mario Aguilar;true;Mi vida es una comedia. 🤪;;;;;;;;;;;;;;;;;;;;;;;;;
"Escríbeme por Instagram: @marioaguilarmg""";https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_1080x1080.jpeg;6,81308E+18;TU ERES UN BOM BOM;akabadgyall;true;https://p16-va-tiktok.ibyteimg.com/obj/musically-maliva-obj/1663348937596933.mp3;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/1594805258216454~c5_100x100.jpeg;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/1594805258216454~c5_720x720.jpeg;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/1594805258216454~c5_1080x1080.jpeg;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/96b81d83e38c48c290c197baa8104fd4?x-expires=1597960800&x-signature=bRh5WwOScHJo3ZMBvGXPsDT6JgM%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/c6c063a6ea4a43e6816e1db5b21e6920_1590793079?x-expires=1597960800&x-signature=ZlqurgFgXfkDkiH2voEsMIaJp3w%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/cf71c22f24674e9b9acb24fce125b03b_1590793080?x-expires=1597960800&x-signature=3aMgj24ftI3hj%2FYLdbLDY666Hac%3D;https://www.tiktok.com/@marioaguilar/video/6832404239952710917;https://v16m.tiktokcdn.com/bf866361a9756894979d7045d8df97a8/5f3efffc/video/tos/useast2a/tos-useast2a-ve-0068c004/493068cd66784cae8c40f1516dc0fc4e/?a=1233&br=2764&bt=1382&cr=0&cs=0&dr=0&ds=3&er=&l=20200818225804010189037022385C9915&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ajtmb3BuZXZzdTMzZjczM0ApaDxpODM3M2U0Nzg6NWZkOGdxcWcwLy1gMzVfLS1eMTZzcy5hLy5fM2FiYF4yYWM0YS06Yw%3D%3D&vl=&vr=;;960;540;5;260500;508;3400000;897;false;[];"[{""id"":""9699600"",""name"":""marioaguilar"",""title"":"""",""cover"":""""},{""id"":""143516"",""name"":""comedia"",""title"":""¡Mira los mejores videos de comedia!"",""cover"":""""}]";;;;;;;;
6,83236E+18;Ve a la tienda por favor. ¿TE HA PASADO? 😂 #marioaguilar #comedia;1590782861;8121372;MS4wLjABAAAAu1ff55FEAB_Kc0wjDZEUmoRAzBdPrnmVInTbcZdvJAI;marioaguilar;Mario Aguilar;true;Mi vida es una comedia. 🤪;;;;;;;;;;;;;;;;;;;;;;;;;
"Escríbeme por Instagram: @marioaguilarmg""";https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_1080x1080.jpeg;6,83236E+18;sonido original;marioaguilar;true;https://p16-va-tiktok.ibyteimg.com/obj/musically-maliva-obj/91eafa94c90fe34b8881a62d142af331.mp3;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_100x100.jpeg;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_720x720.jpeg;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_1080x1080.jpeg;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/027d36e6601e4aabb9cf7687b57d524b?x-expires=1597960800&x-signature=1NYcj8J%2BzAZvlHvH%2BfEZt3fVh4Y%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/830533db2f76407c835351753aed2296_1590782864?x-expires=1597960800&x-signature=yhpQjO6lj3MyCFj25Qy0XN8FfY8%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/c486e9bdc98e4524b1e228e02219200d_1590782863?x-expires=1597960800&x-signature=DVq%2BmyKvzyn1ayyQoxbz70Ckgvk%3D;https://www.tiktok.com/@marioaguilar/video/6832360358825544965;https://v16m.tiktokcdn.com/f42a0484acd70e666023fe4711774cb3/5f3efffc/video/tos/useast2a/tos-useast2a-pve-0068/1e8eee19b19547c485c7fb7e968b5d62/?a=1233&br=1926&bt=963&cr=0&cs=0&dr=0&ds=3&er=&l=20200818225804010189037022385C9915&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ajplPGh4NzRwdTMzaDczM0ApOTU8NDlnOmRnNzYzOTM1O2drZWVmLTJoazVfLS1jMTZzc2NiXmI2MzQuYWMxLjA2Yl86Yw%3D%3D&vl=&vr=;;960;540;7;529200;14600;4900000;2817;false;[];"[{""id"":""9699600"",""name"":""marioaguilar"",""title"":"""",""cover"":""""},{""id"":""143516"",""name"":""comedia"",""title"":""¡Mira los mejores videos de comedia!"",""cover"":""""}]";;;;;;;;
6,83206E+18;Mi mamá escucho un ruido a las 3:00 AM 🤦🏽‍♂️ #comedia #marioaguilar;1590712160;8121372;MS4wLjABAAAAu1ff55FEAB_Kc0wjDZEUmoRAzBdPrnmVInTbcZdvJAI;marioaguilar;Mario Aguilar;true;Mi vida es una comedia. 🤪;;;;;;;;;;;;;;;;;;;;;;;;;
"Escríbeme por Instagram: @marioaguilarmg""";https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_1080x1080.jpeg;6,83206E+18;sonido original;marioaguilar;true;https://p16-va-tiktok.ibyteimg.com/obj/musically-maliva-obj/ba936052841a00fac85393e0dc397540.mp3;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_100x100.jpeg;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_720x720.jpeg;https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_1080x1080.jpeg;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/520e17b482c9459f82633ba3138cd397?x-expires=1597960800&x-signature=yELSgOi4FoyNWP0neC4j%2FZb6Ysw%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/43455ae5a0e447b3a159299c2e346919_1590712162?x-expires=1597960800&x-signature=5lr78r5s0ere8CqShsEiyMreEv0%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/425079c3f17c4fb593ad41439802cbb1_1590712162?x-expires=1597960800&x-signature=qhugvnksmZpmsCKMqleio08KAz4%3D;https://www.tiktok.com/@marioaguilar/video/6832056699881344262;https://v16m.tiktokcdn.com/1b5dc2c35b355c23792be31ce1d00a9d/5f3efffc/video/tos/useast2a/tos-useast2a-ve-0068c004/c0dc63d4138441ce953a5749f7437045/?a=1233&br=2752&bt=1376&cr=0&cs=0&dr=0&ds=3&er=&l=20200818225804010189037022385C9915&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2c3bnNucms4dTMzZjczM0ApNDZnOzw5ZGU3N2ZnM2k2aWctcTNuMi4uYjVfLS0xMTZzc2ItM15jLV8xY2MxNTZjYS46Yw%3D%3D&vl=&vr=;;960;540;29;343900;4843;1700000;1196;false;[];"[{""id"":""143516"",""name"":""comedia"",""title"":""¡Mira los mejores videos de comedia!"",""cover"":""""},{""id"":""9699600"",""name"":""marioaguilar"",""title"":"""",""cover"":""""}]";;;;;;;;
6,832E+18;Hola, dame ... #comedia #marioaguilar;1590697913;8121372;MS4wLjABAAAAu1ff55FEAB_Kc0wjDZEUmoRAzBdPrnmVInTbcZdvJAI;marioaguilar;Mario Aguilar;true;Mi vida es una comedia. 🤪;;;;;;;;;;;;;;;;;;;;;;;;;
"Escríbeme por Instagram: @marioaguilarmg""";https://p16-amd-va.tiktokcdn.com/img/musically-maliva-obj/86af54b6c9d73b65ac0754983702069a~c5_1080x1080.jpeg;6,78014E+18;Dame Bola;Sonido de la Costa;false;https://sf-tk-sg.ibytedtos.com/obj/tiktok-obj/e71fafc284a2b064b68e6f44946a8a17.mp3;https://p16.tiktokcdn.com/aweme/100x100/tos-alisg-i-0000/80e10c6b58e548c09006b57bb58310b7.jpeg;https://p16.tiktokcdn.com/aweme/200x200/tos-alisg-i-0000/80e10c6b58e548c09006b57bb58310b7.jpeg;https://p16.tiktokcdn.com/aweme/720x720/tos-alisg-i-0000/80e10c6b58e548c09006b57bb58310b7.jpeg;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/a948c8771f21448d8a01c69a70895a2f?x-expires=1597960800&x-signature=6pwajaBmQOoOKix6O%2BS0GjIVy20%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/cf15436c6a4248bdb26ccf196c223798_1590697916?x-expires=1597960800&x-signature=mwskjbyqDFP7OzHwbSR8T9554pY%3D;https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0d717ba89604403f860374bd8def5e03_1590697916?x-expires=1597960800&x-signature=7VUD%2BTFetkvF1R5Dy7NrRD9gKL4%3D;https://www.tiktok.com/@marioaguilar/video/6831995513223548166;https://v16m.tiktokcdn.com/fec96e2da9c4c9f51db263e88e942f57/5f3efffc/video/tos/useast2a/tos-useast2a-ve-0068c002/ea8c51f2ff644be983c40062d35a676f/?a=1233&br=2134&bt=1067&cr=0&cs=0&dr=0&ds=3&er=&l=20200818225804010189037022385C9915&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anluNzQ8azs0dTMzaDczM0ApZTw6OThkNzwzNzM0Zzs2NWctYG0vXmlmczVfLS1jMTZzczMxMzMvYS0yYTZgNmAxXy46Yw%3D%3D&vl=&vr=;;960;540;8;381800;757;3800000;1324;false;[];"[{""id"":""143516"",""name"":""comedia"",""title"":""¡Mira los mejores videos de comedia!"",""cover"":""""},{""id"":""9699600"",""name"":""marioaguilar"",""title"":"""",""cover"":""""}]";;;;;;;;
6,83168E+18;Cuando tu mamá no te responde SI o NO 😂 #marioaguilar #comedia;1590623458;8121372;MS4wLjABAAAAu1ff55FEAB_Kc0wjDZEUmoRAzBdPrnmVInTbcZdvJAI;marioaguilar;Mario Aguilar;true;Mi vida es una comedia. 🤪;;;;;;;;;;;;;;;;;;;;;;;;;
